date,Tmax,Tmin,Tavg
1920-08-02,NA,NA,17.8
1920-08-03,NA,NA,18.1
1920-08-04,NA,NA,17
1920-08-05,NA,NA,17.2
1920-08-06,NA,NA,17.8
1920-08-07,NA,NA,18
1920-08-08,NA,NA,18.7
1920-08-09,NA,NA,19.4
1920-08-10,NA,NA,19.4
1920-08-11,NA,NA,18.9
1920-08-12,NA,NA,18.9
1920-08-13,NA,NA,18.7
1920-08-14,NA,NA,18.7
1920-08-15,NA,NA,17.8
1920-08-16,NA,NA,18
1920-08-17,NA,NA,18.9
1920-08-18,NA,NA,17.8
1920-08-19,NA,NA,17
1920-08-20,NA,NA,17.2
1920-08-21,NA,NA,17.8
1920-08-22,NA,NA,17.2
1920-08-23,NA,NA,17.4
1920-08-24,NA,NA,15.2
1920-08-25,NA,NA,16.3
1920-08-26,NA,NA,16.7
1920-08-27,NA,NA,18.5
1920-08-28,NA,NA,18.1
1920-08-29,NA,NA,18
1920-08-30,NA,NA,18.3
1920-08-31,NA,NA,18.7
1920-09-01,NA,NA,17
1920-09-02,NA,NA,13
1920-09-03,NA,NA,13.7
1920-09-04,NA,NA,13.5
1920-09-05,NA,NA,14.1
1920-09-06,NA,NA,14.8
1920-09-07,NA,NA,16.1
1920-09-08,NA,NA,17.2
1920-09-09,NA,NA,15.6
1920-09-10,NA,NA,15.2
1920-09-11,NA,NA,15.6
1920-09-12,NA,NA,15.2
1920-09-13,NA,NA,15.6
1920-09-14,NA,NA,14.4
1920-09-15,NA,NA,14.1
1920-09-16,NA,NA,14.4
1920-09-17,NA,NA,13
1920-09-18,NA,NA,13
1920-09-19,NA,NA,11.7
1920-09-20,NA,NA,10.2
1920-09-21,NA,NA,10.2
1920-09-22,NA,NA,10.9
1920-09-23,NA,NA,11.3
1920-09-24,NA,NA,12.2
1920-09-25,NA,NA,13.7
1920-09-26,NA,NA,15
1920-09-27,NA,NA,14.6
1920-09-28,NA,NA,13.7
1920-09-29,NA,NA,13.9
1920-09-30,NA,NA,14.3
1920-10-01,NA,NA,14.3
1920-10-02,NA,NA,14.3
1920-10-03,NA,NA,14.3
1920-10-04,NA,NA,14.6
1920-10-05,NA,NA,14.3
1920-10-06,NA,NA,11.9
1920-10-07,NA,NA,10.7
1920-10-08,NA,NA,11.3
1920-10-09,NA,NA,11.3
1920-10-10,NA,NA,11.9
1920-10-11,NA,NA,10.9
1920-10-12,NA,NA,11.1
1920-10-13,NA,NA,11.3
1920-10-14,NA,NA,11.7
1920-10-15,NA,NA,10.9
1920-10-16,NA,NA,11.5
1920-10-17,NA,NA,11.3
1920-10-18,NA,NA,11.5
1920-10-19,NA,NA,12.6
1920-10-20,NA,NA,12.2
1920-10-21,NA,NA,13
1920-10-22,NA,NA,12.4
1920-10-23,NA,NA,11.5
1920-10-24,NA,NA,11.1
1920-10-25,NA,NA,11.1
1920-10-26,NA,NA,11.1
1920-10-27,NA,NA,12
1920-10-28,NA,NA,12.2
1920-10-29,NA,NA,11.7
1920-10-30,NA,NA,10
1920-10-31,NA,NA,10.4
1920-11-01,NA,NA,9.8
1920-11-02,NA,NA,9.3
1920-11-03,NA,NA,9.6
1920-11-04,NA,NA,9.8
1920-11-05,NA,NA,10
1920-11-06,NA,NA,9.4
1920-11-07,NA,NA,8.7
1920-11-08,NA,NA,8.1
1920-11-09,NA,NA,6.7
1920-11-10,NA,NA,7.4
1920-11-11,NA,NA,6.1
1920-11-12,NA,NA,5.9
1920-11-13,NA,NA,5
1920-11-14,NA,NA,5
1920-11-15,NA,NA,6.7
1920-11-16,NA,NA,6.3
1920-11-17,NA,NA,5.6
1920-11-18,NA,NA,5.6
1920-11-19,NA,NA,6.7
1920-11-20,NA,NA,6.1
1920-11-21,NA,NA,5
1920-11-22,NA,NA,5.6
1920-11-23,NA,NA,5.9
1920-11-24,NA,NA,4.3
1920-11-25,NA,NA,3.9
1920-11-26,NA,NA,5
1920-11-27,NA,NA,5.6
1920-11-28,NA,NA,5
1920-11-29,NA,NA,4.1
1920-11-30,NA,NA,4.4
1920-12-01,NA,NA,5.6
1920-12-02,NA,NA,5.2
1920-12-03,NA,NA,4.1
1920-12-04,NA,NA,4.4
1920-12-05,NA,NA,5.2
1920-12-06,NA,NA,5.9
1920-12-07,NA,NA,5.2
1920-12-08,NA,NA,4.8
1920-12-09,NA,NA,4.1
1920-12-10,NA,NA,4.6
1920-12-11,NA,NA,3.9
1920-12-12,NA,NA,4.8
1920-12-13,NA,NA,4.8
1920-12-14,NA,NA,5.4
1920-12-15,NA,NA,5.6
1920-12-16,NA,NA,5
1920-12-17,NA,NA,5.2
1920-12-18,NA,NA,4.4
1920-12-19,NA,NA,4.3
1920-12-20,NA,NA,4.1
1920-12-21,NA,NA,4.4
1920-12-22,NA,NA,4.4
1920-12-23,NA,NA,4.8
1920-12-24,NA,NA,4.6
1920-12-25,NA,NA,3.5
1920-12-26,NA,NA,2.2
1920-12-27,NA,NA,2.8
1920-12-28,NA,NA,3.3
1920-12-29,NA,NA,1.9
1920-12-30,NA,NA,3
1920-12-31,NA,NA,2.2
1921-01-01,NA,NA,2
1921-01-02,NA,NA,3
1921-01-03,NA,NA,3.5
1921-01-04,NA,NA,3.5
1921-01-05,NA,NA,3.9
1921-01-06,NA,NA,2.6
1921-01-07,NA,NA,1.7
1921-01-08,NA,NA,3.1
1921-01-09,NA,NA,2.6
1921-01-10,NA,NA,2.2
1921-01-11,NA,NA,2.2
1921-01-12,NA,NA,1.9
1921-01-13,NA,NA,1.1
1921-01-14,NA,NA,2.2
1921-01-15,NA,NA,3.1
1921-01-16,NA,NA,3
1921-01-17,NA,NA,2.2
1921-01-18,NA,NA,0.4
1921-01-19,NA,NA,0
1921-01-20,NA,NA,1.1
1921-01-21,NA,NA,1.9
1921-01-22,NA,NA,2.2
1921-01-23,NA,NA,3.1
1921-01-24,NA,NA,0.7
1921-01-25,NA,NA,0
1921-01-26,NA,NA,0
1921-01-27,NA,NA,1.1
1921-01-28,NA,NA,1.5
1921-01-29,NA,NA,0.9
1921-01-30,NA,NA,1.9
1921-01-31,NA,NA,0
1921-02-01,NA,NA,0.7
1921-02-02,NA,NA,1.1
1921-02-03,NA,NA,1.1
1921-02-04,NA,NA,1.1
1921-02-05,NA,NA,1.7
1921-02-06,NA,NA,1.9
1921-02-07,NA,NA,1.1
1921-02-08,NA,NA,0.6
1921-02-09,NA,NA,1.1
1921-02-10,NA,NA,1.7
1921-02-11,NA,NA,1.1
1921-02-12,NA,NA,0.2
1921-02-13,NA,NA,0.4
1921-02-14,NA,NA,1.1
1921-02-15,NA,NA,0.4
1921-02-16,NA,NA,0.4
1921-02-17,NA,NA,1.1
1921-02-18,NA,NA,0
1921-02-19,NA,NA,0.6
1921-02-20,NA,NA,0.4
1921-02-21,NA,NA,-1.1
1921-02-22,NA,NA,-0.7
1921-02-23,NA,NA,0.6
1921-02-24,NA,NA,0
1921-02-25,NA,NA,0
1921-02-26,NA,NA,0
1921-02-27,NA,NA,0.6
1921-02-28,NA,NA,1.1
1921-03-01,NA,NA,1.3
1921-03-02,NA,NA,1.5
1921-03-03,NA,NA,2.2
1921-03-04,NA,NA,1.1
1921-03-05,NA,NA,0.4
1921-03-06,NA,NA,2
1921-03-07,NA,NA,2.2
1921-03-08,NA,NA,1.9
1921-03-09,NA,NA,2.2
1921-03-10,NA,NA,2.2
1921-03-11,NA,NA,2
1921-03-12,NA,NA,2.8
1921-03-13,NA,NA,3.1
1921-03-14,NA,NA,2.2
1921-03-15,NA,NA,2.6
1921-03-16,NA,NA,2.6
1921-03-17,NA,NA,3
1921-03-18,NA,NA,2.2
1921-03-19,NA,NA,1.9
1921-03-20,NA,NA,3.3
1921-03-21,NA,NA,4.4
1921-03-22,NA,NA,2.2
1921-03-23,NA,NA,2.6
1921-03-24,NA,NA,3.1
1921-03-25,NA,NA,3.3
1921-03-26,NA,NA,4.1
1921-03-27,NA,NA,4.4
1921-03-28,NA,NA,4.4
1921-03-29,NA,NA,3.3
1921-03-30,NA,NA,2.6
1921-03-31,NA,NA,3.3
1921-04-01,NA,NA,3.3
1921-04-02,NA,NA,3.3
1921-04-03,NA,NA,5.2
1921-04-04,NA,NA,3.9
1921-04-05,NA,NA,4.8
1921-04-06,NA,NA,4.8
1921-04-07,NA,NA,4.4
1921-04-08,NA,NA,5.2
1921-04-09,NA,NA,6.7
1921-04-10,NA,NA,5.6
1921-04-11,NA,NA,4.4
1921-04-12,NA,NA,5.2
1921-04-13,NA,NA,5.9
1921-04-14,NA,NA,6.5
1921-04-15,NA,NA,6.7
1921-04-16,NA,NA,6.5
1921-04-17,NA,NA,5.9
1921-04-18,NA,NA,4.8
1921-04-19,NA,NA,5.6
1921-04-20,NA,NA,6.7
1921-04-21,NA,NA,7.4
1921-04-22,NA,NA,7.2
1921-04-23,NA,NA,6.5
1921-04-24,NA,NA,7
1921-04-25,NA,NA,6.7
1921-04-26,NA,NA,7
1921-04-27,NA,NA,7.6
1921-04-28,NA,NA,8.9
1921-04-29,NA,NA,9.8
1921-04-30,NA,NA,10.7
1921-05-01,NA,NA,10.7
1921-05-02,NA,NA,10.2
1921-05-03,NA,NA,9.8
1921-05-04,NA,NA,9.4
1921-05-05,NA,NA,9.3
1921-05-06,NA,NA,8.1
1921-05-07,NA,NA,8.3
1921-05-08,NA,NA,9.4
1921-05-09,NA,NA,9.6
1921-05-10,NA,NA,8.9
1921-05-11,NA,NA,8.9
1921-05-12,NA,NA,9.6
1921-05-13,NA,NA,10
1921-05-14,NA,NA,9.6
1921-05-15,NA,NA,9.8
1921-05-16,NA,NA,9.8
1921-05-17,NA,NA,9.8
1921-05-18,NA,NA,9.8
1921-05-19,NA,NA,9.4
1921-05-20,NA,NA,9.8
1921-05-21,NA,NA,11.5
1921-05-22,NA,NA,13.3
1921-05-23,NA,NA,10
1921-05-24,NA,NA,9.3
1921-05-25,NA,NA,9.6
1921-05-26,NA,NA,10.2
1921-05-27,NA,NA,11.9
1921-05-28,NA,NA,13.3
1921-05-29,NA,NA,14.4
1921-05-30,NA,NA,14.4
1921-05-31,NA,NA,14.3
1921-06-01,NA,NA,14.8
1921-06-02,NA,NA,13.1
1921-06-03,NA,NA,12.4
1921-06-04,NA,NA,13.1
1921-06-05,NA,NA,12.6
1921-06-06,NA,NA,13.3
1921-06-07,NA,NA,14.4
1921-06-08,NA,NA,14.1
1921-06-09,NA,NA,15.2
1921-06-10,NA,NA,14.8
1921-06-11,NA,NA,14.1
1921-06-12,NA,NA,14.8
1921-06-13,NA,NA,12.8
1921-06-14,NA,NA,12
1921-06-15,NA,NA,11.5
1921-06-16,NA,NA,11.5
1921-06-17,NA,NA,11.3
1921-06-18,NA,NA,11.5
1921-06-19,NA,NA,11.5
1921-06-20,NA,NA,13.1
1921-06-21,NA,NA,13.7
1921-06-22,NA,NA,14.8
1921-06-23,NA,NA,16.3
1921-06-24,NA,NA,17.4
1921-06-25,NA,NA,14.6
1921-06-26,NA,NA,15.7
1921-06-27,NA,NA,16.1
1921-06-28,NA,NA,16.5
1921-06-29,NA,NA,16.7
1921-06-30,NA,NA,15.6
1921-07-01,NA,NA,15.7
1921-07-02,NA,NA,15.6
1921-07-03,NA,NA,15.4
1921-07-04,NA,NA,15
1921-07-05,NA,NA,15.6
1921-07-06,NA,NA,15.7
1921-07-07,NA,NA,16.3
1921-07-08,NA,NA,16.7
1921-07-09,NA,NA,17.4
1921-07-10,NA,NA,16.9
1921-07-11,NA,NA,18
1921-07-12,NA,NA,17.8
1921-07-13,NA,NA,18
1921-07-14,NA,NA,19.4
1921-07-15,NA,NA,18.9
1921-07-16,NA,NA,16.7
1921-07-17,NA,NA,16.9
1921-07-18,NA,NA,17.2
1921-07-19,NA,NA,17.2
1921-07-20,NA,NA,17.8
1921-07-21,NA,NA,17.4
1921-07-22,NA,NA,17
1921-07-23,NA,NA,16.9
1921-07-24,NA,NA,18
1921-07-25,NA,NA,18.5
1921-07-26,NA,NA,19.8
1921-07-27,NA,NA,19.4
1921-07-28,NA,NA,20.2
1921-07-29,NA,NA,19.1
1921-07-30,NA,NA,17.8
1921-07-31,NA,NA,17.8
1921-08-01,NA,NA,16.5
1921-08-02,NA,NA,18.1
1921-08-03,NA,NA,15.7
1921-08-04,NA,NA,15.2
1921-08-05,NA,NA,14.6
1921-08-06,NA,NA,15.2
1921-08-07,NA,NA,15
1921-08-08,NA,NA,16.1
1921-08-09,NA,NA,16.9
1921-08-10,NA,NA,17.2
1921-08-11,NA,NA,17.4
1921-08-12,NA,NA,17.6
1921-08-13,NA,NA,16.5
1921-08-14,NA,NA,16.1
1921-08-15,NA,NA,15.9
1921-08-16,NA,NA,14.3
1921-08-17,NA,NA,15.2
1921-08-18,NA,NA,15.9
1921-08-19,NA,NA,15.4
1921-08-20,NA,NA,14.8
1921-08-21,NA,NA,14.8
1921-08-22,NA,NA,13.9
1921-08-23,NA,NA,14.3
1921-08-24,NA,NA,15.2
1921-08-25,NA,NA,15.9
1921-08-26,NA,NA,16.1
1921-08-27,NA,NA,16.1
1921-08-28,NA,NA,15.7
1921-08-29,NA,NA,17
1921-08-30,NA,NA,18
1921-08-31,NA,NA,17.4
1921-09-01,NA,NA,16.3
1921-09-02,NA,NA,17.2
1921-09-03,NA,NA,17.8
1921-09-04,NA,NA,17
1921-09-05,NA,NA,16.1
1921-09-06,NA,NA,16.7
1921-09-07,NA,NA,16.5
1921-09-08,NA,NA,17
1921-09-09,NA,NA,16.7
1921-09-10,NA,NA,16.7
1921-09-11,NA,NA,16.3
1921-09-12,NA,NA,16.5
1921-09-13,NA,NA,16.5
1921-09-14,NA,NA,14.4
1921-09-15,NA,NA,14.3
1921-09-16,NA,NA,14.3
1921-09-17,NA,NA,14.3
1921-09-18,NA,NA,14.1
1921-09-19,NA,NA,14.4
1921-09-20,NA,NA,12.4
1921-09-21,NA,NA,12.6
1921-09-22,NA,NA,14.1
1921-09-23,NA,NA,14.4
1921-09-24,NA,NA,13.7
1921-09-25,NA,NA,13.7
1921-09-26,NA,NA,14.1
1921-09-27,NA,NA,14.3
1921-09-28,NA,NA,14.3
1921-09-29,NA,NA,14.8
1921-09-30,NA,NA,14.8
1921-10-01,NA,NA,14.3
1921-10-02,NA,NA,14.4
1921-10-03,NA,NA,13.9
1921-10-04,NA,NA,14.1
1921-10-05,NA,NA,12.4
1921-10-06,NA,NA,11.5
1921-10-07,NA,NA,12
1921-10-08,NA,NA,12.8
1921-10-09,NA,NA,12.2
1921-10-10,NA,NA,11.9
1921-10-11,NA,NA,12
1921-10-12,NA,NA,12.2
1921-10-13,NA,NA,10.2
1921-10-14,NA,NA,10.4
1921-10-15,NA,NA,10.4
1921-10-16,NA,NA,9.3
1921-10-17,NA,NA,9.1
1921-10-18,NA,NA,10.6
1921-10-19,NA,NA,11.1
1921-10-20,NA,NA,10.9
1921-10-21,NA,NA,10.4
1921-10-22,NA,NA,9.3
1921-10-23,NA,NA,9.3
1921-10-24,NA,NA,9.3
1921-10-25,NA,NA,8.9
1921-10-26,NA,NA,8.3
1921-10-27,NA,NA,8.5
1921-10-28,NA,NA,8.3
1921-10-29,NA,NA,8.7
1921-10-30,NA,NA,8.7
1921-10-31,NA,NA,8.5
1921-11-01,NA,NA,8.7
1921-11-02,NA,NA,8
1921-11-03,NA,NA,7.8
1921-11-04,NA,NA,8
1921-11-05,NA,NA,8
1921-11-06,NA,NA,6.9
1921-11-07,NA,NA,6.5
1921-11-08,NA,NA,4.3
1921-11-09,NA,NA,4.6
1921-11-10,NA,NA,4.8
1921-11-11,NA,NA,5.6
1921-11-12,NA,NA,6.7
1921-11-13,NA,NA,6.5
1921-11-14,NA,NA,6.5
1921-11-15,NA,NA,5.6
1921-11-16,NA,NA,6.1
1921-11-17,NA,NA,6.3
1921-11-18,NA,NA,6.5
1921-11-19,NA,NA,7.4
1921-11-20,NA,NA,7.4
1921-11-21,NA,NA,6.7
1921-11-22,NA,NA,6.7
1921-11-23,NA,NA,5.4
1921-11-24,NA,NA,5
1921-11-25,NA,NA,5
1921-11-26,NA,NA,4.4
1921-11-27,NA,NA,4.6
1921-11-28,NA,NA,3
1921-11-29,NA,NA,3
1921-11-30,NA,NA,2.4
1921-12-01,NA,NA,3.3
1921-12-02,NA,NA,3.5
1921-12-03,NA,NA,4.4
1921-12-04,NA,NA,3.5
1921-12-05,NA,NA,2.8
1921-12-06,NA,NA,3.9
1921-12-07,NA,NA,3
1921-12-08,NA,NA,2.8
1921-12-09,NA,NA,2.6
1921-12-10,NA,NA,3.1
1921-12-11,NA,NA,3.5
1921-12-12,NA,NA,4.1
1921-12-13,NA,NA,5
1921-12-14,NA,NA,3.3
1921-12-15,NA,NA,3.5
1921-12-16,NA,NA,2.8
1921-12-17,NA,NA,4.1
1921-12-18,NA,NA,4.3
1921-12-19,NA,NA,4.4
1921-12-20,NA,NA,3.5
1921-12-21,NA,NA,3.7
1921-12-22,NA,NA,0.7
1921-12-23,NA,NA,1.1
1921-12-24,NA,NA,2.4
1921-12-25,NA,NA,2
1921-12-26,NA,NA,1.5
1921-12-27,NA,NA,2.4
1921-12-28,NA,NA,1.3
1921-12-29,NA,NA,2.2
1921-12-30,NA,NA,0.6
1921-12-31,NA,NA,0.2
1922-01-01,NA,NA,0.9
1922-01-02,NA,NA,0.4
1922-01-03,NA,NA,-0.7
1922-01-04,NA,NA,0
1922-01-05,NA,NA,1.1
1922-01-06,NA,NA,0.7
1922-01-07,NA,NA,0.2
1922-01-08,NA,NA,0.4
1922-01-09,NA,NA,1.1
1922-01-10,NA,NA,1.3
1922-01-11,NA,NA,0.4
1922-01-12,NA,NA,0.2
1922-01-13,NA,NA,-0.4
1922-01-14,NA,NA,0
1922-01-15,NA,NA,0.4
1922-01-16,NA,NA,0.4
1922-01-17,NA,NA,0.4
1922-01-18,NA,NA,0
1922-01-19,NA,NA,0.7
1922-01-20,NA,NA,0.2
1922-01-21,NA,NA,0.2
1922-01-22,NA,NA,0.4
1922-01-23,NA,NA,-0.6
1922-01-24,NA,NA,-1.5
1922-01-25,NA,NA,-2.2
1922-01-26,NA,NA,-2.2
1922-01-27,NA,NA,-1.5
1922-01-28,NA,NA,-0.9
1922-01-29,NA,NA,-0.9
1922-01-30,NA,NA,-0.9
1922-01-31,NA,NA,-1.1
1922-02-01,NA,NA,-0.6
1922-02-02,NA,NA,0.4
1922-02-03,NA,NA,0.2
1922-02-04,NA,NA,0.2
1922-02-05,NA,NA,-0.4
1922-02-06,NA,NA,0.7
1922-02-07,NA,NA,0.6
1922-02-08,NA,NA,-0.7
1922-02-09,NA,NA,-1.1
1922-02-10,NA,NA,0
1922-02-11,NA,NA,0.2
1922-02-12,NA,NA,-0.2
1922-02-13,NA,NA,-0.4
1922-02-14,NA,NA,0
1922-02-15,NA,NA,-0.2
1922-02-16,NA,NA,-1.1
1922-02-17,NA,NA,-2.2
1922-02-18,NA,NA,-2
1922-02-19,NA,NA,-0.7
1922-02-20,NA,NA,-0.4
1922-02-21,NA,NA,-1.1
1922-02-22,NA,NA,-0.9
1922-02-23,NA,NA,-1.9
1922-02-24,NA,NA,-0.7
1922-02-25,NA,NA,-1.3
1922-02-26,NA,NA,-1.1
1922-02-27,NA,NA,-0.9
1922-02-28,NA,NA,-0.6
1922-03-01,NA,NA,-1.5
1922-03-02,NA,NA,-1.5
1922-03-03,NA,NA,-0.4
1922-03-04,NA,NA,0
1922-03-05,NA,NA,0.7
1922-03-06,NA,NA,0.9
1922-03-07,NA,NA,1.9
1922-03-08,NA,NA,1.5
1922-03-09,NA,NA,1.1
1922-03-10,NA,NA,2.2
1922-03-11,NA,NA,2.6
1922-03-12,NA,NA,2.2
1922-03-13,NA,NA,1.9
1922-03-14,NA,NA,3
1922-03-15,NA,NA,2.6
1922-03-16,NA,NA,1.1
1922-03-17,NA,NA,0
1922-03-18,NA,NA,-0.4
1922-03-19,NA,NA,-0.6
1922-03-20,NA,NA,0.9
1922-03-21,NA,NA,2.2
1922-03-22,NA,NA,2.6
1922-03-23,NA,NA,1.5
1922-03-24,NA,NA,3
1922-03-25,NA,NA,3.3
1922-03-26,NA,NA,2.8
1922-03-27,NA,NA,3.7
1922-03-28,NA,NA,4.1
1922-03-29,NA,NA,4.1
1922-03-30,NA,NA,2.2
1922-03-31,NA,NA,2.2
1922-04-01,NA,NA,1.5
1922-04-02,NA,NA,1.7
1922-04-03,NA,NA,3.3
1922-04-04,NA,NA,4.1
1922-04-05,NA,NA,4.8
1922-04-06,NA,NA,5.6
1922-04-07,NA,NA,5.6
1922-04-08,NA,NA,7
1922-04-09,NA,NA,6.3
1922-04-10,NA,NA,7.8
1922-04-11,NA,NA,6.7
1922-04-12,NA,NA,5.6
1922-04-13,NA,NA,6.3
1922-04-14,NA,NA,5.9
1922-04-15,NA,NA,4.4
1922-04-16,NA,NA,5.2
1922-04-17,NA,NA,5.9
1922-04-18,NA,NA,6.7
1922-04-19,NA,NA,5.6
1922-04-20,NA,NA,5.6
1922-04-21,NA,NA,4.8
1922-04-22,NA,NA,3.7
1922-04-23,NA,NA,4.4
1922-04-24,NA,NA,5.2
1922-04-25,NA,NA,6.3
1922-04-26,NA,NA,7.8
1922-04-27,NA,NA,6.7
1922-04-28,NA,NA,5.2
1922-04-29,NA,NA,4.8
1922-04-30,NA,NA,5.2
1922-05-01,NA,NA,6.3
1922-05-02,NA,NA,7
1922-05-03,NA,NA,7.4
1922-05-04,NA,NA,6.3
1922-05-05,NA,NA,6.3
1922-05-06,NA,NA,6.7
1922-05-07,NA,NA,7
1922-05-08,NA,NA,8.1
1922-05-09,NA,NA,7.8
1922-05-10,NA,NA,7.4
1922-05-11,NA,NA,8.1
1922-05-12,NA,NA,8.1
1922-05-13,NA,NA,8.1
1922-05-14,NA,NA,8.5
1922-05-15,NA,NA,8.9
1922-05-16,NA,NA,9.6
1922-05-17,NA,NA,9.3
1922-05-18,NA,NA,9.6
1922-05-19,NA,NA,10
1922-05-20,NA,NA,10.4
1922-05-21,NA,NA,11.5
1922-05-22,NA,NA,13.3
1922-05-23,NA,NA,12.6
1922-05-24,NA,NA,12.2
1922-05-25,NA,NA,13
1922-05-26,NA,NA,14.1
1922-05-27,NA,NA,10.7
1922-05-28,NA,NA,11.1
1922-05-29,NA,NA,13
1922-05-30,NA,NA,12.6
1922-05-31,NA,NA,14.1
1922-06-01,NA,NA,13.7
1922-06-02,NA,NA,14.1
1922-06-03,NA,NA,14.4
1922-06-04,NA,NA,15.2
1922-06-05,NA,NA,16.1
1922-06-06,NA,NA,15.9
1922-06-07,NA,NA,17
1922-06-08,NA,NA,16.9
1922-06-09,NA,NA,17.2
1922-06-10,NA,NA,15.7
1922-06-11,NA,NA,15.9
1922-06-12,NA,NA,14.3
1922-06-13,NA,NA,10.4
1922-06-14,NA,NA,10.2
1922-06-15,NA,NA,11.1
1922-06-16,NA,NA,12
1922-06-17,NA,NA,11.9
1922-06-18,NA,NA,10.4
1922-06-19,NA,NA,10.7
1922-06-20,NA,NA,13.1
1922-06-21,NA,NA,14.4
1922-06-22,NA,NA,14.6
1922-06-23,NA,NA,15.9
1922-06-24,NA,NA,14.6
1922-06-25,NA,NA,15.9
1922-06-26,NA,NA,15.4
1922-06-27,NA,NA,16.7
1922-06-28,NA,NA,17.2
1922-06-29,NA,NA,17
1922-06-30,NA,NA,17.6
1922-07-01,NA,NA,18
1922-07-02,NA,NA,17.2
1922-07-03,NA,NA,18.9
1922-07-04,NA,NA,17.4
1922-07-05,NA,NA,16.5
1922-07-06,NA,NA,16.9
1922-07-07,NA,NA,16.7
1922-07-08,NA,NA,16.9
1922-07-09,NA,NA,16.9
1922-07-10,NA,NA,16.7
1922-07-11,NA,NA,16.9
1922-07-12,NA,NA,17.2
1922-07-13,NA,NA,18.1
1922-07-14,NA,NA,17.4
1922-07-15,NA,NA,16.5
1922-07-16,NA,NA,17.4
1922-07-17,NA,NA,19.1
1922-07-18,NA,NA,19.6
1922-07-19,NA,NA,20
1922-07-20,NA,NA,20.4
1922-07-21,NA,NA,19.3
1922-07-22,NA,NA,18.9
1922-07-23,NA,NA,18.3
1922-07-24,NA,NA,19.1
1922-07-25,NA,NA,17.4
1922-07-26,NA,NA,16.7
1922-07-27,NA,NA,17
1922-07-28,NA,NA,17.4
1922-07-29,NA,NA,18
1922-07-30,NA,NA,16.7
1922-07-31,NA,NA,17
1922-08-01,NA,NA,18.5
1922-08-02,NA,NA,19.1
1922-08-03,NA,NA,18.7
1922-08-04,NA,NA,18.5
1922-08-05,NA,NA,19.3
1922-08-06,NA,NA,18
1922-08-07,NA,NA,17.8
1922-08-08,NA,NA,17
1922-08-09,NA,NA,16.1
1922-08-10,NA,NA,16.5
1922-08-11,NA,NA,16.5
1922-08-12,NA,NA,16.1
1922-08-13,NA,NA,16.7
1922-08-14,NA,NA,17
1922-08-15,NA,NA,17.8
1922-08-16,NA,NA,19.6
1922-08-17,NA,NA,18
1922-08-18,NA,NA,18.1
1922-08-19,NA,NA,17.8
1922-08-20,NA,NA,16.7
1922-08-21,NA,NA,14.1
1922-08-22,NA,NA,14.1
1922-08-23,NA,NA,15.2
1922-08-24,NA,NA,15.4
1922-08-25,NA,NA,15.7
1922-08-26,NA,NA,15.9
1922-08-27,NA,NA,15.7
1922-08-28,NA,NA,15.4
1922-08-29,NA,NA,15.7
1922-08-30,NA,NA,16.5
1922-08-31,NA,NA,16.9
1922-09-01,NA,NA,16.9
1922-09-02,NA,NA,16.9
1922-09-03,NA,NA,15.9
1922-09-04,NA,NA,16.5
1922-09-05,NA,NA,17.2
1922-09-06,NA,NA,16.5
1922-09-07,NA,NA,14.8
1922-09-08,NA,NA,15.2
1922-09-09,NA,NA,15.2
1922-09-10,NA,NA,15.9
1922-09-11,NA,NA,16.5
1922-09-12,NA,NA,17.6
1922-09-13,NA,NA,17.4
1922-09-14,NA,NA,16.1
1922-09-15,NA,NA,16.7
1922-09-16,NA,NA,16.1
1922-09-17,NA,NA,14.8
1922-09-18,NA,NA,13.7
1922-09-19,NA,NA,13.7
1922-09-20,NA,NA,13.9
1922-09-21,NA,NA,13.9
1922-09-22,NA,NA,14.1
1922-09-23,NA,NA,14.4
1922-09-24,NA,NA,14.3
1922-09-25,NA,NA,13.1
1922-09-26,NA,NA,11.7
1922-09-27,NA,NA,12.2
1922-09-28,NA,NA,12.2
1922-09-29,NA,NA,12.6
1922-09-30,NA,NA,13.5
1922-10-01,NA,NA,13.7
1922-10-02,NA,NA,13.9
1922-10-03,NA,NA,14.4
1922-10-04,NA,NA,11.5
1922-10-05,NA,NA,12.6
1922-10-06,NA,NA,11.1
1922-10-07,NA,NA,11.1
1922-10-08,NA,NA,11.3
1922-10-09,NA,NA,11.5
1922-10-10,NA,NA,11.1
1922-10-11,NA,NA,11.9
1922-10-12,NA,NA,11.9
1922-10-13,NA,NA,10.7
1922-10-14,NA,NA,10.7
1922-10-15,NA,NA,11.1
1922-10-16,NA,NA,11.1
1922-10-17,NA,NA,11.5
1922-10-18,NA,NA,9.3
1922-10-19,NA,NA,8.1
1922-10-20,NA,NA,7.6
1922-10-21,NA,NA,6.9
1922-10-22,NA,NA,7.4
1922-10-23,NA,NA,8.1
1922-10-24,NA,NA,7.2
1922-10-25,NA,NA,6.9
1922-10-26,NA,NA,7.2
1922-10-27,NA,NA,6.3
1922-10-28,NA,NA,5.7
1922-10-29,NA,NA,5.4
1922-10-30,NA,NA,6.1
1922-10-31,NA,NA,6.7
1922-11-01,NA,NA,6.5
1922-11-02,NA,NA,6.7
1922-11-03,NA,NA,6.5
1922-11-04,NA,NA,6.5
1922-11-05,NA,NA,5.9
1922-11-06,NA,NA,6.3
1922-11-07,NA,NA,6.5
1922-11-08,NA,NA,6.7
1922-11-09,NA,NA,6.7
